archive_rank,title,award_date,awwwards_url,requested_url,final_url,studio,redirect_host_changed,http_status,technologies,technology_categories,awwwards_technology_tags,interaction_features,visual_styles,industry_tags,referenced_asset_formats,canvas,webgl,three_d,video,audio,rive,lottie,css_animation,smooth_scroll,service_worker,webassembly,model_3d_asset,mirror_status
3311,Essential Products,2017-06-26,https://www.awwwards.com/sites/essential-products,https://www.essential.com/,https://www.essential.com/,Hello Monday,False,200,Cloudflare | HTTP/3,CDN | Miscellaneous,HTML5 | Nginx,Animation,Black | Clean | White | Yellow,Design Websites | E-Commerce | Promotional | Technology,css:1 | jpg:2 | js:10 | mp4:8 | otf:2 | png:1 | svg:2 | webp:3 | woff2:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3312,Long Story Short,2017-06-25,https://www.awwwards.com/sites/long-story-short-agency,https://longstoryshortdesign.co.uk/,https://longstoryshortdesign.co.uk/,Long Story Short,False,200,Adobe Fonts | Contact Form 7 | Google Tag Manager | MySQL | Nginx | PHP | Typekit | Unpkg | WordPress | Yoast SEO,Blogs | CDN | CMS | Databases | Font scripts | Form builders | Programming languages | Reverse proxies | SEO | Tag managers | Web servers | WordPress plugins,Cloudflare | Font Awesome | Google Font API | Nginx | PHP | jQuery,Animation | Fullscreen,Big Background Images | Black | Clean | White,Design Agencies | Magazine / Newspaper / Blog | Web & Interactive,css:4 | html:1 | jpg:45 | js:9 | mp4:2 | png:9,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3313,Oui Will,2017-06-24,https://www.awwwards.com/sites/oui-will,http://www.ouiwill.com,https://www.ouiwill.com/,Oui Will,False,200,Apache HTTP Server | MySQL | PHP | Tidio | WordPress,Blogs | CMS | Databases | Live chat | Programming languages | Web servers,Nginx,Parallax,Black | Clean | White,Business & Corporate | Design Agencies | Portfolio | Web & Interactive,css:1 | ico:1 | jpeg:1 | jpg:1 | js:2 | woff2:2,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3314,Airbnb - Until We All Belong,2017-06-23,https://www.awwwards.com/sites/airbnb-until-we-all-belong,https://untilweallbelong.com,https://untilweallbelong.com,Clemenger BBDO Melbourne,False,200,Apache HTTP Server | OpenSSL | Redux Framework | Slick | UNIX | WordPress | Yoast SEO | jQuery | mod_ssl,Blogs | CMS | JavaScript libraries | Operating systems | SEO | Web server extensions | Web servers | WordPress plugins,CSS | HTML5 | Hammer.JS | Nginx | Webpack,Gestures / Interaction | Responsive Design,Black | Clean | Orange | Pink,Culture & Education | Other | Web & Interactive,css:28 | jpg:13 | js:26 | png:6 | xml:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3316,Flavinsky - Portfolio 2017,2017-06-21,https://www.awwwards.com/sites/flavinsky-portfolio-2017,http://flavinsky.com,https://smileyawards.com/,Flavien Guilbaud,True,200,HTTP/3 | LiteSpeed | PHP,Miscellaneous | Programming languages | Web servers,GSAP,Animation,Black | Graphic design | Minimal | Typography | White,Design Agencies | Design Websites | Portfolio | Web & Interactive,css:1 | js:2 | svg:3 | xml:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3318,Interland: Be Internet Awesome,2017-06-19,https://www.awwwards.com/sites/interland-be-internet-awesome-game,https://g.co/interland,https://beinternetawesome.withgoogle.com/en_us/interland/,Google Brand Studio,True,200,Google Cloud | Google Cloud Load Balancing | Google Cloud Trace | Google Tag Manager | HTTP/3,IaaS | Load balancers | Miscellaneous | Performance | Tag managers,Google App Engine | Modernizr | WebGL | jQuery,Animation | Fullscreen | Responsive Design,Black | Bright | White,Culture & Education | Games & Entertainment | Web & Interactive,css:2 | html:1 | js:2 | png:6 | svg:57 | zip:1,True,True,False,False,False,False,True,False,False,False,False,False,mirrored
3320,7UP,2017-06-17,https://www.awwwards.com/sites/7up,http://www.7up.nl,https://www.7up.nl/,DPDK,False,200,Amazon CloudFront | Amazon Web Services | Bootstrap | Drupal | Envoy | Google Tag Manager | Imperva | PHP | jQuery,CDN | CMS | JavaScript libraries | PaaS | Programming languages | Reverse proxies | Security | Tag managers | UI frameworks,Backbone.js | CSS | GSAP | Hammer.JS | PHP | PixiJS | Underscore.js,Animation | Navigation Menu,Colorful | Green | White | Yellow,Business & Corporate | Food & Drink | Promotional,css:31 | html:1 | ico:1 | js:10 | png:8,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3321,Chris Biron,2017-06-16,https://www.awwwards.com/sites/chrisbiron,http://biron.io,https://biron.io/,Chris Biron,False,200,Gatsby | HSTS | Netlify | React | Webpack,CDN | JavaScript frameworks | Miscellaneous | PaaS | Security | Static site generator,GSAP | PixiJS | jQuery | jQuery UI,Unusual Navigation,Black | Clean | Minimal | Typography | White,Design Agencies | Design Websites | Portfolio | Web & Interactive,css:1 | jpg:1 | js:10 | json:3 | png:9 | svg:3,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
3322,Evert_45 blogs from the past,2017-06-15,https://www.awwwards.com/sites/evert-45-blogs-from-the-past,https://www.evert45.com/,https://www.evert45.com/,Superhero Cheesecake,False,200,Apache HTTP Server,Web servers,Backbone.js | GSAP | Laravel | Lodash | PHP | PixiJS | Underscore.js,Animation | Infinite Scroll | Storytelling | Unusual Navigation | Video,Black | Green | Typography,Culture & Education | Promotional | Web & Interactive,js:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3323,Amaiò Swim,2017-06-14,https://www.awwwards.com/sites/amaio-swim,http://as.ouiwill.com/,http://as.ouiwill.com/404.html,Oui Will,False,200,Apache HTTP Server,Web servers,GSAP | Google App Engine | Modernizr | PixiJS | jQuery,Parallax,Pink,E-Commerce | Fashion,,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3324,Les Petites Culottées,2017-06-13,https://www.awwwards.com/sites/les-petites-culottees-collection-2017,https://thierryambraisse.com/,https://www.ambraisse.net/,Thierry Ambraisse,True,200,Adobe Fonts | HSTS | Squarespace | Squarespace Commerce | Stimulus | Typekit | parallax.js,CMS | Ecommerce | Font scripts | JavaScript frameworks | JavaScript libraries | Security,Nginx,Animation | Fullscreen | Transitions,Clean | Photographic | Pink | White | Yellow,Fashion,css:9 | gif:58 | ico:2 | jpeg:6 | jpg:139 | js:31 | png:34,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
3328,PracticalVR experience,2017-06-09,https://www.awwwards.com/sites/practicalvr-experience,http://experience.practicalvr.com/,https://practicalvr.com/,Immersive Garden,True,200,Firebase | HSTS | HTTP/3,Databases | Development | Miscellaneous | Security,PixiJS | WebGL,Animation | Filters and Effects | Transitions,Black | Blue | White,Web & Interactive,css:1 | jpg:2 | js:1 | json:1 | png:3 | svg:1 | woff:4,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
3329,Legs of Steel,2017-06-08,https://www.awwwards.com/sites/legs-of-steel,https://legsofsteel.eu/,https://legsofsteel.eu/,Bernd Baumgartner,False,200,HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,Bootstrap | GSAP | Google Font API | HTML5 | Modernizr | PHP | jQuery,,Black | Clean | Minimal | White,Design Websites | Film & TV,css:5 | ico:1 | js:16 | mov:1 | png:3 | svg:64 | woff:4 | woff2:1 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3330,Playkot,2017-06-07,https://www.awwwards.com/sites/playkot,https://en.playkot.com/,https://playkot.com/,deeep,True,200,Cloudflare | GSAP | Google Analytics | Google Hosted Libraries | Google Tag Manager | Linkedin Ads | Nginx | PIXIjs | Ubuntu | cdnjs | jQuery,Advertising | Analytics | CDN | JavaScript frameworks | JavaScript graphics | JavaScript libraries | Operating systems | Reverse proxies | Tag managers | Web servers,Backbone.js | CSS | Google Font API | HTML5 | Modernizr | Nginx | PHP | jQuery,Animation,Blue | Bright | Experimental | White,Games & Entertainment | Technology | Web & Interactive,css:1 | gif:1 | htm:2 | ico:2 | jpg:3 | js:7 | mp4:1 | png:13,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3331,Loic Nottet,2017-06-06,https://www.awwwards.com/sites/loic-nottet,http://www.loicnottet.com,https://www.loicnottet.com/,Wokine,False,200,Cloudflare | Google Tag Manager | cdnjs,CDN | Tag managers,Cloudflare | GSAP | Google Font API | Nginx | PHP | tween.js,Parallax | Single page | Transitions | Video,Black | Photographic,Music & Sound,css:1 | html:1 | jpg:5 | js:4 | png:4 | svg:1 | woff2:4,False,False,False,True,True,False,False,False,False,False,False,False,mirrored
3332,Airman Challenge,2017-06-05,https://www.awwwards.com/sites/airman-challenge,https://www.airforce.com/airmanchallenge/?u,https://airforceaircade.com:443/,Active Theory,True,200,Amazon ALB | Amazon CloudFront | Amazon Web Services | HSTS | Vue.js,CDN | JavaScript frameworks | Load balancers | PaaS | Security,CreateJS | Nginx | WebGL,,Black | Blue | Silver,Games & Entertainment | Web & Interactive,css:4 | jpeg:2 | js:24 | otf:1 | svg:1 | woff:2,True,True,False,False,False,False,False,False,False,False,False,False,mirrored
3333,Super16,2017-06-04,https://www.awwwards.com/sites/super16,http://super16.dk/,https://www.super16.dk/,super16,False,200,Cloudflare | Google Font API | Google Hosted Libraries | HSTS | HTTP/3 | Unpkg | Webflow | cdnjs | jQuery | jsDelivr,CDN | CMS | Font scripts | JavaScript libraries | Miscellaneous | Page builders | Security,GSAP | Nginx | PHP | Webpack | tween.js,Filters and Effects,Big Background Images | Black | Typography,Culture & Education | Film & TV,css:2 | jpeg:15 | jpg:110 | js:10 | pdf:6 | png:12 | svg:8 | webp:2,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3335,Daoust Lestage,2017-06-02,https://www.awwwards.com/sites/daoust-lestage,http://daoustlestage.com/en/,https://daoustlestage.com/en/,Phoenix The Creative Studio,False,200,Apache HTTP Server | Google Maps | MySQL | PHP | WPML | WordPress,Blogs | CMS | Databases | Maps | Programming languages | Translation | Web servers | WordPress plugins,GSAP | HTML5 | Lodash | PHP | PixiJS | Typekit | WordPress | jQuery,Parallax,Black | Clean | Silver | White,Architecture | Business & Corporate | Design Agencies | Portfolio,css:3 | ico:1 | jpg:74 | js:4 | png:5,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3336,Departures International,2017-06-01,https://www.awwwards.com/sites/departures-international,https://departures-international.com,https://www.departures-international.com/,"Relax, we are the good guys",False,200,HSTS | Imperva | Kestrel | Microsoft ASP.NET | Node.js | Nuxt.js | Vue.js,CDN | JavaScript frameworks | Programming languages | Security | Static site generator | Web frameworks | Web servers,CreateJS | GSAP | IIS | Webpack,Scrolling | Single page,Black | Blue | Colorful | Photographic | White,Fashion | Food & Drink | Hotel / Restaurant,js:4,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
3337,Bear71 VR,2017-05-31,https://www.awwwards.com/sites/bear71-vr,https://bear71vr.nfb.ca/,https://bear71vr.nfb.ca/,Jam3,False,200,Amazon CloudFront | Amazon S3 | Amazon Web Services,CDN | PaaS,VR | WebVR,Data Visualization | Fullscreen | Responsive Design,Black,Design Websites | Other | Technology | Web & Interactive,css:1 | gif:1 | ico:1 | jpg:3 | js:2 | json:1 | png:5 | svg:5,True,False,False,False,False,False,False,False,False,False,False,False,mirrored
3338,Nick Jones Design and Code,2017-05-30,https://www.awwwards.com/sites/nick-jones-design-and-code,http://narrowdesign.com,https://www.narrowdesign.com/,Nick Jones,False,200,Fastly | GitHub Pages | Varnish | jQuery,CDN | Caching | JavaScript libraries | PaaS,jQuery,Navigation Menu | Scrolling,Black | Colorful | Experimental | Red | White,Design Agencies | Design Websites | Portfolio | Web & Interactive,css:1 | jpg:11 | js:4 | png:2,True,False,False,False,False,False,False,False,False,False,False,False,mirrored
3339,Moments of Happiness,2017-05-29,https://www.awwwards.com/sites/moments-of-happiness,https://moments.epic.net,https://moments.epic.net,EPIC Agency,False,200,Nginx | Polyfill,JavaScript libraries | Reverse proxies | Web servers,GSAP | Nginx | Three.js | WebGL,3D | Animation | Transitions,Art & Illustration | Colorful | Orange | Pink | Red,Games & Entertainment | Web & Interactive,css:1 | jpg:2 | js:2 | png:1,False,True,True,False,False,False,False,False,False,False,False,False,mirrored
3340,Impero Website,2017-05-28,https://www.awwwards.com/sites/impero-website,http://www.weareimpero.com,https://www.weareimpero.com/,Impero,False,200,Contact Form 7 | MySQL | Nginx | PHP | Unpkg | WordPress | Yoast SEO,Blogs | CDN | CMS | Databases | Form builders | Programming languages | Reverse proxies | SEO | Web servers | WordPress plugins,Express | Nginx | Node.js | React | Typekit,Video,Big Background Images | Black | Clean | Typography | Yellow,Design Agencies,css:2 | js:6 | mp4:1 | png:7,True,True,False,True,False,False,False,False,True,True,False,False,mirrored
3341,Belle Epoque,2017-05-27,https://www.awwwards.com/sites/belle-epoque-agency,https://agence-belle-epoque.fr,https://agence-belle-epoque.fr,Belle Epoque,False,200,HSTS | Vercel,PaaS | Security,Express | GSAP | Nginx | Node.js | React,Animation,Black | Clean | Flat Design | Minimal | Silver | White,Design Agencies | Mobile & Apps | Portfolio | Web & Interactive,css:4 | js:13 | png:4 | woff2:6,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3342,More Smart Series,2017-05-26,https://www.awwwards.com/sites/more-smart-series,http://seedsandsupply.com/mss/,http://seedsandsupply.com/mss/,MEFILAS,False,200,Apache HTTP Server,Web servers,CSS | CreateJS | Google Font API | HTML5 | WebGL | jQuery,3D | Animation,Black | Typography | White,Other,js:1,False,True,True,False,False,False,False,False,False,False,False,False,mirrored
3343,Wonderland.,2017-05-25,https://www.awwwards.com/sites/wonderland-studio,https://wonderlandindustry.com,https://rajacolok.jimdofree.com/,WONDERLAND,True,200,AMP | Cloudflare | Cloudflare Bot Management | HSTS | HTTP/3 | Jimdo,CDN | CMS | JavaScript frameworks | Miscellaneous | Security,Angular | GLSL | GSAP | Modernizr | RequireJS | Three.js,Animation,Black | Silver | White,Business & Corporate | Design Agencies | E-Commerce,css:3 | gif:4 | js:4 | png:3,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3344,G-uld,2017-05-24,https://www.awwwards.com/sites/g-uld,http://www.g-uld.dk,https://www.g-uld.dk/,limbo,False,200,,,Angular | GSAP,Responsive Design,Yellow,E-Commerce,css:1 | ico:2 | js:1 | png:18 | svg:2,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3347,Do You Speak Human?,2017-05-21,https://www.awwwards.com/sites/do-you-speak-human,http://doyouspeakhuman.com,https://dennehyscrosspharmacy.com/,SPACE10,True,200,AMP | Cloudflare | Cloudflare Browser Insights | Google Tag Manager | HTTP/3 | Ruby | Ruby on Rails,Analytics | CDN | JavaScript frameworks | Miscellaneous | Programming languages | RUM | Tag managers | Web frameworks,jQuery,Animation | Transitions | Unusual Navigation,Art & Illustration | Black | Clean | Illustration | Minimal | White,Music & Sound | Web & Interactive,css:2 | html:1 | jpg:2 | js:6 | png:41 | svg:3 | webp:6,False,False,False,False,True,False,False,True,False,False,False,False,mirrored
3348,GLITCH PARIS,2017-05-20,https://www.awwwards.com/sites/glitch-paris,https://www.glitchparis.tv/,https://glitchparis.tv/,glitchparis,False,200,Apache HTTP Server | Complianz | Contact Form 7 | Elementor | Modernizr | MySQL | PHP | Three.js | WordPress | Yoast SEO | imagesLoaded | jQuery | jQuery Migrate | waitForImages,A/B Testing | Blogs | CMS | Cookie compliance | Databases | Form builders | JavaScript graphics | JavaScript libraries | Page builders | Programming languages | SEO | Web servers | WordPress plugins,Backbone.js | GSAP | Handlebars | PHP | Underscore.js,Animation | Filters and Effects | Responsive Design | Video,Black,Film & TV,css:17 | jpg:7 | js:29 | mp4:4 | png:10 | webp:1,False,False,True,True,False,False,False,False,True,False,False,False,mirrored
3350,Maxime Bonhomme,2017-05-18,https://www.awwwards.com/sites/maxime-bonhomme-portfolio,https://bonhomme.lol,https://bonhomme.lol,Maxime Bonhomme,False,200,Cloudflare | Cloudflare Browser Insights | HTTP/3 | Next.js | Node.js | React | Webpack,Analytics | CDN | JavaScript frameworks | Miscellaneous | Programming languages | RUM | Web frameworks,GSAP | React,Animation | Transitions,Black | Clean | Orange,Design Websites | Portfolio | Technology | Web & Interactive,css:2 | js:10 | png:8 | svg:11,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3351,24h for a resourceful future,2017-05-17,https://www.awwwards.com/sites/24h-for-a-resourceful-future,http://www.24hours.earth,http://www.24hours.earth,bearideas,False,200,Nginx | OpenResty,Reverse proxies | Web servers,GSAP | PHP | Webpack,Animation | Fullscreen | Scrolling | Video,Black | Experimental | Illustration,Business & Corporate | Web & Interactive,ico:1 | png:7,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3352,Volleyball Canada,2017-05-16,https://www.awwwards.com/sites/volleyball-canada,http://www.volleyball.ca/en,https://volleyball.ca/en,Locomotive,False,200,Cloudflare | Cloudflare Browser Insights | Google Analytics | Google Hosted Libraries | HSTS | HTTP/3 | LiteSpeed | LiteSpeed Cache | Litespeed Cache | PHP | jQuery,Analytics | CDN | Caching | JavaScript libraries | Miscellaneous | Programming languages | RUM | Security | Web servers | WordPress plugins,GSAP | PHP | jQuery,Fullscreen | Parallax,Big Background Images | Black | Clean | Red | White,Sports,css:1 | gif:1 | html:2 | ico:1 | jpg:6 | js:6 | json:1 | pdf:1 | png:18 | svg:29,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3354,Michele Angeloro - Portfolio,2017-05-14,https://www.awwwards.com/sites/michele-angeloro-art-director,http://eien.tokyo,http://eien.tokyo,Den,False,200,Nginx,Reverse proxies | Web servers,CSS | WebGL,Animation | Infinite Scroll,Art & Illustration | Black | Clean,Design Agencies | Portfolio | Web & Interactive,,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
3355,Fotonaut Events,2017-05-13,https://www.awwwards.com/sites/fotonaut-events,http://fotonaut.cz/en/,https://fotonaut.cz/en/,CREATIVE NIGHTS,False,200,Apache HTTP Server | Cloudflare | Complianz | Contact Form 7 | GSAP | Google Tag Manager | HSTS | Magnific Popup | Modernizr | MySQL | PHP | WordPress | cdnjs | jQuery | jQuery Migrate,A/B Testing | Blogs | CDN | CMS | Cookie compliance | Databases | Form builders | JavaScript frameworks | JavaScript libraries | Programming languages | Security | Tag managers | Web servers | WordPress plugins,GSAP | Modernizr | PHP | Typekit | VideoJS | WordPress | Yepnope | jQuery,Animation,Blue | Colorful | Red | White,Events,css:4 | gif:2 | html:1 | ico:1 | jpg:2 | js:15 | mp4:1 | png:14 | svg:8 | xml:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3356,Eagle Films,2017-05-12,https://www.awwwards.com/sites/eagle-films-distributor,http://eaglefilmsme.com/,http://www.eaglefilmsme.com/,Robin Noguier,False,200,Amazon S3 | Amazon Web Services | Cloudflare | Cloudflare Browser Insights | FancyBox | GSAP | HTTP/3 | MailChimp | PHP | Unpkg | cdnjs | jQuery | jsDelivr,Analytics | CDN | Email | JavaScript frameworks | JavaScript libraries | Marketing automation | Miscellaneous | PaaS | Programming languages | RUM,Cloudflare | GSAP | Lodash | Nginx | PixiJS,Animation | Fullscreen | Parallax | Video,Black | Brown | White,Design Websites | Film & TV,css:11 | jpg:3 | js:12 | mp4:1 | png:8,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3359,We The Fans,2017-05-09,https://www.awwwards.com/sites/we-the-fans,http://www.espn.com/espn/feature/story/_/id/19045647/we-fans-documentary-official-site-espn,http://www.espn.com/espn/feature/story/_/id/19045647/we-fans-documentary-official-site-espn,Hello Monday,False,200,Amazon CloudFront | Amazon Web Services | Apache Tomcat | Bootstrap | Java | Lodash | Modernizr | SWFObject | Three.js | Varnish | Zepto | jQuery,CDN | Caching | JavaScript graphics | JavaScript libraries | Miscellaneous | PaaS | Programming languages | UI frameworks | Web servers,CSS | GSAP | HTML5 | Lodash | Modernizr | Yepnope | Zepto | jQuery,,Black | Blue | Orange,Sports,css:5 | jpg:3 | js:7 | png:1 | svg:8,True,True,True,False,False,False,True,False,False,False,False,False,mirrored
3360,Freelance TV,2017-05-08,https://www.awwwards.com/sites/freelance-tv,https://freelance.tv/,https://freelance.tv/,Dann Petty,False,200,Cloudflare | Cloudflare Browser Insights | Firebase | GitHub Pages | HTTP/3 | MailChimp | jQuery,Analytics | CDN | Databases | Development | Email | JavaScript libraries | Marketing automation | Miscellaneous | PaaS | RUM,Firebase | Nginx | Typekit | jQuery,Video,Black,Design Websites | Film & TV,css:2 | jpg:15 | js:8 | png:2,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3361,Desires Tram,2017-05-07,https://www.awwwards.com/sites/desires-tram,http://tram-house.com/,http://tram-house.com/,Red Collar,False,200,,,GSAP | Nginx | RequireJS,Animation | Horizontal Layout,Brown | Orange | Retro | Yellow,Architecture | Business & Corporate | Promotional,,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3362,Raoul Gaillard - Portfolio,2017-05-06,https://www.awwwards.com/sites/raoul-gaillard-portfolio,https://www.raoul-gaillard.com/,https://www.raoul-gaillard.com/,HETIC,False,200,HSTS | Netlify,CDN | PaaS | Security,Express | GSAP | Node.js,Animation | Parallax | Transitions,Black | Blue | Graphic design,Other | Portfolio | Promotional | Web & Interactive,js:1 | png:15,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3363,Linea Light,2017-05-05,https://www.awwwards.com/sites/linea-light,https://www.linealight.com,https://www.linealight.com/en,AQuest,False,200,Algolia | Azure | Azure Front Door | C3.js | Cloudflare | Cloudflare Browser Insights,Analytics | CDN | JavaScript libraries | Load balancers | PaaS | RUM | Search engines,GSAP | Hammer.JS | IIS,Responsive Design,Black | Blue | Clean | Flat Design | White,Business & Corporate | Design Websites | Technology,css:2 | ico:1 | jpg:1 | js:13 | pdf:11 | png:3 | svg:1 | woff2:4 | xml:1,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
3365,-99 design studio,2017-05-03,https://www.awwwards.com/sites/99-design-studio,http://www.minus99.com,https://www.minus99.com/,-99 design studio,False,200,Cloudflare | Cloudflare Browser Insights | Google Analytics | HTTP/3 | MySQL | PHP | Three.js | WordPress | cdnjs,Analytics | Blogs | CDN | CMS | Databases | JavaScript graphics | Miscellaneous | Programming languages | RUM,Cloudflare | MediaElement.js | Nginx | PHP | jQuery,Responsive Design,Black | Clean | Flat Design | Minimal | White | Yellow,Design Agencies | E-Commerce | Web & Interactive,css:3 | jpg:10 | js:3 | json:1 | mp4:9 | otf:3 | png:9 | svg:42 | webp:1,False,False,True,True,False,False,False,True,False,False,False,False,mirrored
3368,Un Monde,2017-04-30,https://www.awwwards.com/sites/un-monde,http://www.theboomandthearty.com/kahn/html/,http://www.theboomandthearty.com/kahn/html/,TheBoom&TheArty,False,200,Apache HTTP Server | Google Maps | jQuery | jQuery UI,JavaScript libraries | Maps | Web servers,PHP | jQuery | jQuery UI,Infinite Scroll | Responsive Design | Transitions,Black | Clean | Minimal | Photographic | White,Culture & Education | Institutions,css:1 | js:3 | png:1 | svg:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3369,Nahel Moussi - Portfolio,2017-04-29,https://www.awwwards.com/sites/nahel-moussi-portfolio,http://nahelmoussi.com/,https://nahelmoussi.com/,Nahel Moussi,False,200,HSTS | Netlify | Node.js | Nuxt.js | Polyfill | Prismic | Vue.js,CDN | CMS | JavaScript frameworks | JavaScript libraries | PaaS | Programming languages | Security | Static site generator | Web frameworks | Web servers,jQuery,Animation | Parallax | Unusual Navigation,Clean | Minimal | White,Portfolio | Web & Interactive,ico:1 | js:12 | png:3,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
3370,Konterball,2017-04-28,https://www.awwwards.com/sites/konterball,https://konterball.com/,https://konterball.com/,WILD,False,200,Amazon CloudFront | Amazon S3 | Amazon Web Services,CDN | PaaS,GSAP | VR,360 | 3D,Blue | Pink | White,Mobile & Apps | Technology | Web & Interactive,css:1 | jpg:2 | js:3 | json:1 | png:3 | svg:13,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
3371,MTN DEW x NBA,2017-04-27,https://www.awwwards.com/sites/mtn-dew-x-nba,http://www.mountaindew.com/nba/,https://www.mountaindew.com/nba/,Firstborn,False,200,Imperva,CDN | Security,GSAP | Hammer.JS | Modernizr,Animation | Responsive Design | Unusual Navigation | Video,Black | Green | Photographic | White,Food & Drink | Sports,,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
3372,Pollen London,2017-04-26,https://www.awwwards.com/sites/pollen-london,http://www.pollenlondon.com,https://www.pollen.design/index.html,POLLEN,True,200,Cloudflare | Cloudflare Browser Insights | HTTP/3,Analytics | CDN | Miscellaneous | RUM,GSAP | Nginx | PHP | Typekit,Parallax | Responsive Design,Big Background Images | Black | Clean | Graphic design | Silver | White,Design Agencies | Design Websites | E-Commerce | Web & Interactive,css:1 | ico:1 | js:1 | png:2 | svg:1 | xml:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3373,Le Cafe Noir Studio,2017-04-25,https://www.awwwards.com/sites/le-cafe-noir-studio,https://lecafenoirstudio.com/,https://lecafenoirstudio.com/,WONDERLAND,False,200,Cloudflare | HSTS | HTTP/3 | Shopify,CDN | CMS | Ecommerce | Miscellaneous | Security,GSAP | Modernizr | PHP | RequireJS | WooCommerce | WordPress | jQuery | jQuery Mobile,Menu - Vertical,Black | Colorful | Red | White,E-Commerce | Fashion,css:3 | heic:1 | jpg:10 | js:13 | png:1 | woff2:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3374,Facility,2017-04-24,https://www.awwwards.com/sites/facility,https://facility.team,https://facility.team,Facility,False,200,,,GSAP | Nginx | Three.js | jQuery,3D | Animation | Responsive Design | Single page,Art & Illustration | Black | Minimal | Red | White,Design Agencies | Portfolio | Web & Interactive,,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
3376,Feudi Di San Gregorio,2017-04-22,https://www.awwwards.com/sites/feudi-di-san-gregorio,https://www.feudi.it/,https://www.feudi.it/,AQuest,False,200,Azure | Cloudflare | Cloudflare Browser Insights | HTTP/3 | Microsoft ASP.NET | Modernizr | React,Analytics | CDN | JavaScript frameworks | JavaScript libraries | Miscellaneous | PaaS | RUM | Web frameworks,GSAP | IIS | Modernizr | Nginx | React,Parallax | Responsive Design | Sound-Audio | Storytelling,Black | White | Yellow,Food & Drink,css:1 | html:1 | jpg:79 | js:3 | mp3:1 | pdf:3 | png:3,False,False,False,False,True,False,False,False,False,False,False,False,mirrored
3378,Cedrick Lachot - Portfolio,2017-04-20,https://www.awwwards.com/sites/cedrick-lachot-portfolio,http://cedricklachot.com/,http://cedricklachot.com/,Cedrick Lachot,False,200,Apache HTTP Server,Web servers,GSAP | Handlebars | jQuery,Animation | Scrolling | Transitions | Unusual Navigation,Black,Portfolio | Web & Interactive,css:1 | jpg:2 | js:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
3380,Light House Films,2017-04-18,https://www.awwwards.com/sites/light-house-films,http://www.light-house-films.com/,https://thisisreverse.com/,Fred Paquet,True,200,Cloudflare | Cloudflare Bot Management | Google Analytics | HTTP/3 | MySQL | PHP | Site Kit | WordPress | Yoast SEO,Analytics | Blogs | CDN | CMS | Databases | Miscellaneous | Programming languages | SEO | Security | WordPress plugins,GSAP | PHP | WordPress | jQuery,Fullscreen,Clean | Silver | White,E-Commerce | Film & TV | Games & Entertainment,css:3 | ico:1 | js:3 | mp4:4 | png:6 | svg:1 | woff2:2,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
